# Program:featureCounts v2.0.2; Command:"featureCounts" "-a" "../../07_annotation_final_assembly/final_assembly.gff3" "-o" "read_counts.tsv" "-t" "CDS" "-g" "ID" "-M" "-s" "0" "-T" "8" "mapped.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped.dedup.bam
OMCOBO_06329	contig_3	1824516	1825397	-	882	3
OMCOBO_06330	contig_3	1825497	1826378	-	882	4
OMCOBO_06331	contig_3	1826789	1827409	-	621	8
OMCOBO_06332	contig_3	1827520	1828437	+	918	53
OMCOBO_06333	contig_3	1828434	1829324	+	891	307
OMCOBO_06334	contig_3	1829376	1830863	-	1488	1418
OMCOBO_06335	contig_3	1831029	1833002	+	1974	78
OMCOBO_06336	contig_3	1833073	1834428	+	1356	78
OMCOBO_06337	contig_3	1834395	1835597	-	1203	325
OMCOBO_06338	contig_3	1835828	1837786	+	1959	48
OMCOBO_06339	contig_3	1837808	1839013	-	1206	5
OMCOBO_06340	contig_3	1839479	1841950	-	2472	567
OMCOBO_06341	contig_3	1842050	1842916	-	867	94
OMCOBO_06342	contig_3	1843050	1844009	+	960	16
OMCOBO_06343	contig_3	1844089	1844760	+	672	78
OMCOBO_06344	contig_3	1844795	1845565	-	771	41
OMCOBO_06345	contig_3	1845620	1847272	+	1653	74
OMCOBO_06347	contig_3	1847564	1848151	+	588	33
OMCOBO_06348	contig_3	1848353	1848844	+	492	230
OMCOBO_06349	contig_3	1848819	1849430	-	612	265
OMCOBO_06350	contig_3	1849955	1851625	+	1671	286
OMCOBO_06351	contig_3	1851622	1852380	+	759	263
OMCOBO_06352	contig_3	1852368	1853429	+	1062	294
OMCOBO_06353	contig_3	1853407	1854186	+	780	148
OMCOBO_06354	contig_3	1854183	1855091	+	909	194
OMCOBO_06355	contig_3	1855162	1856100	+	939	364
OMCOBO_06356	contig_3	1856093	1856896	+	804	282
OMCOBO_06357	contig_3	1857316	1858212	+	897	101
OMCOBO_06358	contig_3	1858239	1859165	+	927	55
OMCOBO_06359	contig_3	1859266	1860735	+	1470	61
OMCOBO_06360	contig_3	1860732	1861847	+	1116	326
OMCOBO_06361	contig_3	1861954	1863993	+	2040	346
OMCOBO_06362	contig_3	1863993	1864649	+	657	55
OMCOBO_06363	contig_3	1864655	1865680	+	1026	224
OMCOBO_06364	contig_3	1865775	1867154	+	1380	150
OMCOBO_06365	contig_3	1867211	1868020	-	810	306
OMCOBO_06366	contig_3	1868295	1869095	+	801	130
OMCOBO_06367	contig_3	1869144	1869632	-	489	39
OMCOBO_06368	contig_3	1869742	1870608	+	867	117
OMCOBO_06369	contig_3	1870616	1870879	+	264	38
OMCOBO_06370	contig_3	1870890	1871792	+	903	248
OMCOBO_06371	contig_3	1871765	1872706	-	942	69
OMCOBO_06372	contig_3	1872718	1874118	-	1401	76
OMCOBO_06373	contig_3	1874115	1874996	-	882	48
OMCOBO_06374	contig_3	1874983	1876140	-	1158	57
OMCOBO_06375	contig_3	1876251	1877210	-	960	224
OMCOBO_06376	contig_3	1877404	1877730	+	327	17
OMCOBO_06377	contig_3	1877751	1878914	+	1164	84
OMCOBO_06378	contig_3	1878890	1879864	-	975	210
OMCOBO_06379	contig_3	1880351	1881760	+	1410	110
OMCOBO_06380	contig_3	1882356	1883567	+	1212	318
OMCOBO_06381	contig_3	1883781	1885739	+	1959	468
OMCOBO_06382	contig_3	1885729	1886178	+	450	86
OMCOBO_06383	contig_3	1886181	1886585	+	405	71
OMCOBO_06384	contig_3	1886563	1887183	+	621	125
OMCOBO_06385	contig_3	1887180	1887839	+	660	246
OMCOBO_06386	contig_3	1887940	1889193	-	1254	63
OMCOBO_06387	contig_3	1889468	1892680	-	3213	115
OMCOBO_06388	contig_3	1892850	1893764	+	915	45
OMCOBO_06389	contig_3	1893862	1894155	-	294	43
OMCOBO_06391	contig_3	1894780	1895286	+	507	127
OMCOBO_06392	contig_3	1895342	1895920	+	579	56
OMCOBO_06393	contig_3	1895913	1897133	+	1221	92
OMCOBO_06394	contig_3	1897260	1898483	+	1224	251
OMCOBO_06395	contig_3	1898692	1899645	+	954	184
OMCOBO_06396	contig_3	1899698	1900252	-	555	27
OMCOBO_06397	contig_3	1900307	1901347	-	1041	7
OMCOBO_06398	contig_3	1901344	1902654	-	1311	0
OMCOBO_06399	contig_3	1902762	1903784	-	1023	40
OMCOBO_06400	contig_3	1903921	1904253	-	333	122
OMCOBO_06401	contig_3	1904366	1905625	+	1260	68
OMCOBO_06402	contig_3	1905648	1906463	-	816	10
OMCOBO_06403	contig_3	1906560	1907072	-	513	41
OMCOBO_06404	contig_3	1907072	1908097	-	1026	107
OMCOBO_06405	contig_3	1908181	1909077	-	897	131
OMCOBO_06406	contig_3	1909196	1910062	-	867	6
OMCOBO_06407	contig_3	1910305	1912386	+	2082	9
OMCOBO_06408	contig_3	1912466	1913848	+	1383	328
OMCOBO_06409	contig_3	1913845	1915062	+	1218	63
OMCOBO_06410	contig_3	1915106	1916428	+	1323	78
OMCOBO_06411	contig_3	1916562	1916846	+	285	20
OMCOBO_06412	contig_3	1916905	1918302	+	1398	84
OMCOBO_06413	contig_3	1918340	1919908	-	1569	140
OMCOBO_06414	contig_3	1920040	1922187	-	2148	7
OMCOBO_06415	contig_3	1922331	1923560	-	1230	6
OMCOBO_06416	contig_3	1923632	1924417	-	786	5
OMCOBO_06417	contig_3	1924417	1926066	-	1650	41
OMCOBO_06418	contig_3	1926195	1926944	+	750	2
OMCOBO_06419	contig_3	1927636	1928376	+	741	14
OMCOBO_06420	contig_3	1928596	1930032	-	1437	74
OMCOBO_06421	contig_3	1930123	1931313	-	1191	28
OMCOBO_06422	contig_3	1931568	1932656	+	1089	23
OMCOBO_06423	contig_3	1932550	1933974	-	1425	8
OMCOBO_06424	contig_3	1934400	1934570	+	171	26
OMCOBO_06425	contig_3	1934646	1935221	-	576	37
OMCOBO_06426	contig_3	1935394	1936956	+	1563	81
OMCOBO_06427	contig_3	1936978	1937817	-	840	59
OMCOBO_06428	contig_3	1938642	1939655	-	1014	96
OMCOBO_06429	contig_3	1939717	1940202	-	486	4
OMCOBO_06430	contig_3	1940234	1941025	-	792	1
OMCOBO_06431	contig_3	1941281	1943368	+	2088	169
OMCOBO_06432	contig_3	1943418	1944188	-	771	63
OMCOBO_06433	contig_3	1944572	1945762	+	1191	1
OMCOBO_06434	contig_3	1945912	1946532	+	621	26
OMCOBO_06435	contig_3	1946763	1947992	+	1230	101
OMCOBO_06436	contig_3	1947989	1948240	+	252	8
OMCOBO_06437	contig_3	1948237	1949532	+	1296	26
OMCOBO_06438	contig_3	1949594	1952059	+	2466	142
OMCOBO_06439	contig_3	1952140	1952352	+	213	96
OMCOBO_06440	contig_3	1952625	1955030	-	2406	41
OMCOBO_06441	contig_3	1955339	1956544	-	1206	1
OMCOBO_06442	contig_3	1956659	1957708	+	1050	2
OMCOBO_06443	contig_3	1957635	1959074	-	1440	34
OMCOBO_06444	contig_3	1959196	1959411	-	216	7
OMCOBO_06445	contig_3	1960147	1960719	-	573	219
OMCOBO_06446	contig_3	1960707	1961105	-	399	143
OMCOBO_06447	contig_3	1961863	1962420	-	558	43
OMCOBO_06448	contig_3	1962760	1963098	+	339	36
OMCOBO_06449	contig_3	1963174	1963512	+	339	39
OMCOBO_06450	contig_3	1963618	1964079	-	462	63
OMCOBO_06451	contig_3	1964116	1964856	-	741	13
OMCOBO_06452	contig_3	1965003	1968197	+	3195	151
OMCOBO_06453	contig_3	1968253	1968792	-	540	36
OMCOBO_06454	contig_3	1968920	1969960	+	1041	91
OMCOBO_06455	contig_3	1969991	1971043	-	1053	19
OMCOBO_06456	contig_3	1971177	1972109	-	933	90
OMCOBO_06457	contig_3	1972253	1973215	-	963	133
OMCOBO_06458	contig_3	1973212	1973967	-	756	69
OMCOBO_06459	contig_3	1973967	1975289	-	1323	148
OMCOBO_06460	contig_3	1975286	1976566	-	1281	202
OMCOBO_06461	contig_3	1976798	1978009	-	1212	154
OMCOBO_06462	contig_3	1978125	1978769	+	645	19
OMCOBO_06463	contig_3	1978862	1979752	+	891	4
OMCOBO_06464	contig_3	1979828	1980931	+	1104	5
OMCOBO_06465	contig_3	1980851	1981792	-	942	9
OMCOBO_06466	contig_3	1981960	1982958	+	999	218
OMCOBO_06467	contig_3	1982955	1984139	+	1185	380
OMCOBO_06468	contig_3	1984136	1985278	+	1143	118
OMCOBO_06469	contig_3	1985275	1985898	-	624	26
OMCOBO_06470	contig_3	1986111	1987460	+	1350	28
OMCOBO_06471	contig_3	1987485	1988018	-	534	4
OMCOBO_06472	contig_3	1988155	1989381	+	1227	3
OMCOBO_06473	contig_3	1989534	1991129	+	1596	779
OMCOBO_06474	contig_3	1991126	1992124	+	999	119
OMCOBO_06475	contig_3	1992117	1992995	+	879	78
OMCOBO_06476	contig_3	1992992	1994080	+	1089	68
OMCOBO_06477	contig_3	1994064	1994744	+	681	27
OMCOBO_06478	contig_3	1994787	1995296	+	510	88
OMCOBO_06479	contig_3	1995330	1996112	-	783	20
OMCOBO_06480	contig_3	1996401	1997720	+	1320	12
OMCOBO_06481	contig_3	1997720	1999279	+	1560	19
OMCOBO_06482	contig_3	1999272	2000789	+	1518	79
OMCOBO_06483	contig_3	2000786	2001415	+	630	50
OMCOBO_06484	contig_3	2001464	2002489	+	1026	102
OMCOBO_06485	contig_3	2002560	2005874	-	3315	664
OMCOBO_06486	contig_3	2006034	2006852	-	819	47
OMCOBO_06487	contig_3	2007182	2007376	+	195	3
OMCOBO_06488	contig_3	2007689	2008984	-	1296	14
OMCOBO_06489	contig_3	2009170	2009814	-	645	70
OMCOBO_06490	contig_3	2010079	2011494	-	1416	1958
OMCOBO_06492	contig_3	2011640	2013052	-	1413	1904
OMCOBO_06494	contig_3	2013263	2014693	-	1431	48
OMCOBO_06495	contig_3	2014847	2015815	-	969	72
OMCOBO_06496	contig_3	2016003	2016866	+	864	98
OMCOBO_06497	contig_3	2016913	2017752	-	840	27
OMCOBO_06498	contig_3	2017817	2018608	-	792	5
OMCOBO_06499	contig_3	2018608	2019384	-	777	11
OMCOBO_06500	contig_3	2019702	2020637	-	936	46
OMCOBO_06501	contig_3	2020669	2021541	-	873	20
OMCOBO_06502	contig_3	2021797	2023224	-	1428	41
OMCOBO_06503	contig_3	2023221	2026151	-	2931	43
OMCOBO_06504	contig_3	2026299	2026481	+	183	34
OMCOBO_06505	contig_3	2026536	2027333	-	798	85
OMCOBO_06506	contig_3	2027466	2027804	-	339	37
OMCOBO_06507	contig_3	2027897	2028814	+	918	289
OMCOBO_06508	contig_3	2028874	2029485	-	612	95
OMCOBO_06509	contig_3	2029482	2030975	-	1494	59
OMCOBO_06510	contig_3	2031284	2031898	+	615	113
OMCOBO_06511	contig_3	2031961	2032389	-	429	50
OMCOBO_06512	contig_3	2032555	2032974	+	420	73
OMCOBO_06513	contig_3	2033050	2033940	+	891	131
OMCOBO_06514	contig_3	2033953	2034231	-	279	43
OMCOBO_06515	contig_3	2034297	2034488	+	192	7
OMCOBO_06516	contig_3	2034537	2034761	-	225	16
OMCOBO_06517	contig_3	2034964	2035881	-	918	176
OMCOBO_06518	contig_3	2035934	2038456	-	2523	547
OMCOBO_06519	contig_3	2038728	2039519	+	792	160
OMCOBO_06520	contig_3	2039618	2041402	-	1785	55
OMCOBO_06521	contig_3	2041399	2043249	-	1851	20
OMCOBO_06522	contig_3	2043553	2044329	+	777	63
OMCOBO_06523	contig_3	2044515	2045894	+	1380	49
OMCOBO_06524	contig_3	2045961	2047394	-	1434	15
OMCOBO_06525	contig_3	2047725	2049134	+	1410	8
OMCOBO_06526	contig_3	2049177	2052125	-	2949	60
OMCOBO_06527	contig_3	2052162	2052671	-	510	35
OMCOBO_06528	contig_3	2052787	2054634	+	1848	98
OMCOBO_06529	contig_3	2054690	2055868	-	1179	15
OMCOBO_06530	contig_3	2056014	2056682	-	669	51
OMCOBO_06531	contig_3	2056679	2058172	-	1494	111
OMCOBO_06532	contig_3	2058169	2058906	-	738	94
OMCOBO_06533	contig_3	2059132	2060538	+	1407	338
OMCOBO_06534	contig_3	2061088	2061858	+	771	67
OMCOBO_06535	contig_3	2061938	2063116	-	1179	27
OMCOBO_06536	contig_3	2063183	2064388	-	1206	152
OMCOBO_06537	contig_3	2064390	2065466	-	1077	68
OMCOBO_06538	contig_3	2065626	2066456	-	831	41
OMCOBO_06539	contig_3	2066453	2067304	-	852	18
OMCOBO_06540	contig_3	2067745	2068167	+	423	60
OMCOBO_06541	contig_3	2068273	2069478	-	1206	68
OMCOBO_06542	contig_3	2069931	2070905	-	975	129
OMCOBO_06543	contig_3	2071228	2072121	+	894	329
OMCOBO_06544	contig_3	2072307	2073026	-	720	142
OMCOBO_06545	contig_3	2073117	2073791	-	675	23
OMCOBO_06546	contig_3	2073788	2074516	-	729	34
OMCOBO_06547	contig_3	2074635	2075813	-	1179	15
OMCOBO_06548	contig_3	2076043	2076858	-	816	15
OMCOBO_06549	contig_3	2076920	2077249	-	330	12
OMCOBO_06550	contig_3	2077423	2077836	-	414	104
OMCOBO_06551	contig_3	2077937	2078323	-	387	102
OMCOBO_06552	contig_3	2078445	2079194	+	750	104
OMCOBO_06553	contig_3	2079261	2080319	-	1059	10
OMCOBO_06554	contig_3	2080508	2081137	-	630	35
OMCOBO_06555	contig_3	2081619	2082359	+	741	36
OMCOBO_06556	contig_3	2082415	2083305	-	891	16
OMCOBO_06557	contig_3	2083327	2083698	-	372	20
OMCOBO_06558	contig_3	2083829	2087110	+	3282	138
OMCOBO_06559	contig_3	2087256	2088545	-	1290	1178
OMCOBO_06560	contig_3	2088648	2089406	-	759	415
OMCOBO_06561	contig_3	2089635	2090327	+	693	255
OMCOBO_06562	contig_3	2090900	2092069	+	1170	37
OMCOBO_06563	contig_3	2092455	2092895	+	441	23
OMCOBO_06564	contig_3	2092918	2093205	-	288	36
OMCOBO_06565	contig_3	2093581	2094714	+	1134	52
OMCOBO_06566	contig_3	2094876	2095631	+	756	8
OMCOBO_06567	contig_3	2095823	2096710	-	888	28
OMCOBO_06568	contig_3	2096958	2098079	+	1122	83
OMCOBO_06569	contig_3	2098137	2098844	-	708	8
OMCOBO_06570	contig_3	2098848	2099330	-	483	37
OMCOBO_06571	contig_3	2099519	2100073	+	555	54
OMCOBO_06572	contig_3	2100168	2102483	-	2316	129
OMCOBO_06573	contig_3	2102667	2103203	+	537	36
OMCOBO_06574	contig_3	2103228	2103905	-	678	59
OMCOBO_06575	contig_3	2103902	2104717	-	816	8
OMCOBO_06576	contig_3	2104714	2106009	-	1296	14
OMCOBO_06577	contig_3	2106006	2107325	-	1320	10
OMCOBO_06578	contig_3	2107322	2108089	-	768	4
OMCOBO_06579	contig_3	2108086	2109408	-	1323	19
OMCOBO_06580	contig_3	2109552	2110298	-	747	2
OMCOBO_06581	contig_3	2110295	2110882	-	588	10
OMCOBO_06582	contig_3	2111229	2112812	+	1584	2
OMCOBO_06583	contig_3	2113019	2114110	+	1092	251
OMCOBO_06584	contig_3	2114156	2114509	-	354	37
OMCOBO_06585	contig_3	2114858	2115721	-	864	136
OMCOBO_06586	contig_3	2115866	2116930	-	1065	17
OMCOBO_06587	contig_3	2116923	2117921	-	999	134
OMCOBO_06588	contig_3	2117962	2118558	-	597	252
OMCOBO_06589	contig_3	2118695	2119780	-	1086	88
OMCOBO_06590	contig_3	2119872	2120975	-	1104	131
OMCOBO_06591	contig_3	2121168	2121539	+	372	23
OMCOBO_06592	contig_3	2121654	2123027	-	1374	26
OMCOBO_06593	contig_3	2123223	2124029	+	807	1
OMCOBO_06594	contig_3	2124176	2124823	-	648	19
OMCOBO_06595	contig_3	2125382	2126074	-	693	23
OMCOBO_06596	contig_3	2126017	2126367	-	351	1
OMCOBO_06597	contig_3	2127461	2128093	+	633	263
OMCOBO_06598	contig_3	2128066	2129805	-	1740	126
OMCOBO_06599	contig_3	2129802	2130569	-	768	35
OMCOBO_06600	contig_3	2130575	2131231	-	657	86
OMCOBO_06601	contig_3	2131273	2132148	-	876	159
OMCOBO_06602	contig_3	2132145	2133140	-	996	248
OMCOBO_06603	contig_3	2133137	2134318	-	1182	59
OMCOBO_06604	contig_3	2134315	2134953	-	639	115
OMCOBO_06605	contig_3	2134950	2135777	-	828	332
OMCOBO_06606	contig_3	2135783	2137171	-	1389	259
OMCOBO_06607	contig_3	2137152	2138963	-	1812	526
OMCOBO_06608	contig_3	2138960	2140285	-	1326	410
OMCOBO_06609	contig_3	2140438	2141583	-	1146	178
OMCOBO_06610	contig_3	2142068	2142442	-	375	48
OMCOBO_06611	contig_3	2142564	2143295	-	732	96
OMCOBO_06612	contig_3	2143357	2145039	-	1683	513
OMCOBO_06613	contig_3	2145661	2146440	+	780	39
OMCOBO_06614	contig_3	2146889	2150848	+	3960	127
OMCOBO_06615	contig_3	2150845	2152248	+	1404	49
OMCOBO_06616	contig_3	2152305	2152976	-	672	58
OMCOBO_06617	contig_3	2153081	2153563	-	483	25
OMCOBO_06618	contig_3	2153644	2154060	-	417	18
OMCOBO_06619	contig_3	2154227	2155666	-	1440	27
OMCOBO_06620	contig_3	2155663	2156610	-	948	32
OMCOBO_06621	contig_3	2156902	2157945	+	1044	15
OMCOBO_06622	contig_3	2158029	2158544	+	516	3
OMCOBO_06623	contig_3	2158751	2159698	+	948	97
OMCOBO_06624	contig_3	2159908	2160312	-	405	21
OMCOBO_06625	contig_3	2160484	2161410	-	927	14
OMCOBO_06626	contig_3	2161618	2162337	-	720	2
OMCOBO_06627	contig_3	2162563	2163483	-	921	3
OMCOBO_06628	contig_3	2163589	2164242	+	654	102
OMCOBO_06629	contig_3	2164266	2165993	-	1728	44
OMCOBO_06630	contig_3	2166197	2166763	-	567	34
OMCOBO_06631	contig_3	2166803	2167327	-	525	7
OMCOBO_06632	contig_3	2167626	2168690	+	1065	56
OMCOBO_06633	contig_3	2168794	2168985	+	192	0
OMCOBO_06634	contig_3	2169289	2170923	+	1635	26
OMCOBO_06635	contig_3	2171004	2172638	+	1635	25
OMCOBO_06636	contig_3	2172705	2173244	+	540	47
OMCOBO_06637	contig_3	2173377	2174282	+	906	8
OMCOBO_06638	contig_3	2174399	2175544	+	1146	7
OMCOBO_06639	contig_3	2175541	2176791	+	1251	18
OMCOBO_06640	contig_3	2176922	2177575	-	654	73
OMCOBO_06641	contig_3	2177667	2179376	-	1710	131
OMCOBO_06642	contig_3	2179638	2180165	+	528	7
OMCOBO_06643	contig_3	2180173	2181126	+	954	90
OMCOBO_06644	contig_3	2181032	2182015	-	984	38
OMCOBO_06645	contig_3	2182113	2182433	-	321	1
OMCOBO_06646	contig_3	2182436	2182750	-	315	2
OMCOBO_06647	contig_3	2182792	2183208	-	417	0
OMCOBO_06648	contig_3	2183339	2183767	-	429	0
OMCOBO_06649	contig_3	2184310	2185098	-	789	6
OMCOBO_06650	contig_3	2185124	2185534	-	411	7
OMCOBO_06651	contig_3	2185984	2186313	+	330	0
OMCOBO_06652	contig_3	2186564	2186881	+	318	9
OMCOBO_06653	contig_3	2186878	2187873	+	996	23
OMCOBO_06654	contig_3	2187870	2188319	+	450	5
OMCOBO_06655	contig_3	2188444	2188872	-	429	15
OMCOBO_06656	contig_3	2189356	2189802	-	447	28
OMCOBO_06657	contig_3	2189893	2190474	+	582	25
OMCOBO_06658	contig_3	2190824	2191324	-	501	47
OMCOBO_06659	contig_3	2191321	2192772	-	1452	70
OMCOBO_06660	contig_3	2192769	2193449	-	681	51
OMCOBO_06661	contig_3	2193663	2194064	+	402	19
OMCOBO_06662	contig_3	2194061	2196067	+	2007	71
OMCOBO_06663	contig_3	2196580	2197323	-	744	71
OMCOBO_06664	contig_3	2197320	2197502	-	183	0
OMCOBO_06665	contig_3	2197607	2198209	+	603	53
OMCOBO_06666	contig_3	2198234	2198536	-	303	7
OMCOBO_06667	contig_3	2199300	2201399	+	2100	315
OMCOBO_06668	contig_3	2201972	2202118	+	147	15
OMCOBO_06669	contig_3	2202229	2203005	-	777	77
OMCOBO_06670	contig_3	2203459	2204397	+	939	74
OMCOBO_06671	contig_3	2204394	2205035	+	642	37
OMCOBO_06672	contig_3	2205363	2205578	+	216	5
OMCOBO_06673	contig_3	2206549	2208024	+	1476	1117
OMCOBO_06674	contig_3	2208611	2210134	-	1524	579
OMCOBO_06675	contig_3	2210270	2211559	-	1290	54
OMCOBO_06676	contig_3	2211649	2212707	-	1059	2
OMCOBO_06677	contig_3	2212698	2213312	-	615	2
OMCOBO_06678	contig_3	2213457	2214113	+	657	27
OMCOBO_06679	contig_3	2214238	2215524	-	1287	7
OMCOBO_06680	contig_3	2215888	2217060	+	1173	204
OMCOBO_06681	contig_3	2217111	2218289	-	1179	312
OMCOBO_06682	contig_3	2218463	2219617	+	1155	51
OMCOBO_06683	contig_3	2219614	2220786	+	1173	79
OMCOBO_06684	contig_3	2220812	2221228	-	417	129
OMCOBO_06685	contig_3	2221451	2221891	+	441	97
OMCOBO_06686	contig_3	2221953	2223623	+	1671	133
OMCOBO_06687	contig_3	2224164	2225828	+	1665	147
OMCOBO_06688	contig_3	2225825	2226580	+	756	135
OMCOBO_06689	contig_3	2226615	2227181	+	567	124
OMCOBO_06690	contig_3	2227329	2227706	-	378	139
OMCOBO_06691	contig_3	2227972	2229321	-	1350	61
OMCOBO_06692	contig_3	2229702	2230505	-	804	22
OMCOBO_06693	contig_3	2230502	2231188	-	687	7
OMCOBO_06694	contig_3	2231290	2232795	+	1506	197
OMCOBO_06695	contig_3	2232887	2234527	-	1641	22
OMCOBO_06696	contig_3	2234624	2234818	-	195	3
OMCOBO_06697	contig_3	2235190	2235474	+	285	37
OMCOBO_06698	contig_3	2235491	2235904	-	414	33
OMCOBO_06699	contig_3	2235971	2237032	-	1062	9
OMCOBO_06700	contig_3	2237064	2237969	+	906	9
OMCOBO_06701	contig_3	2238147	2239307	+	1161	3
OMCOBO_06702	contig_3	2239593	2239805	+	213	101
OMCOBO_06703	contig_3	2239879	2240463	-	585	77
OMCOBO_06704	contig_3	2240540	2240734	-	195	35
OMCOBO_06705	contig_3	2240798	2241826	-	1029	141
OMCOBO_06706	contig_3	2241980	2242273	+	294	1
OMCOBO_06707	contig_3	2242298	2245360	-	3063	80
OMCOBO_06708	contig_3	2245424	2246695	-	1272	22
OMCOBO_06709	contig_3	2246727	2247578	-	852	7
OMCOBO_06710	contig_3	2247575	2248504	-	930	5
OMCOBO_06711	contig_3	2248513	2249808	-	1296	4
OMCOBO_06712	contig_3	2250079	2251170	+	1092	8
OMCOBO_06713	contig_3	2251321	2252340	+	1020	0
OMCOBO_06714	contig_3	2252333	2253550	+	1218	1
OMCOBO_06715	contig_3	2253561	2254901	+	1341	21
OMCOBO_06716	contig_3	2254898	2255587	+	690	209
OMCOBO_06717	contig_3	2255648	2256100	-	453	336
OMCOBO_06718	contig_3	2256235	2257113	-	879	10
OMCOBO_06719	contig_3	2257429	2258088	-	660	3
OMCOBO_06720	contig_3	2258641	2258859	+	219	16
OMCOBO_06721	contig_3	2258992	2259696	-	705	11
OMCOBO_06722	contig_3	2260136	2261029	-	894	45
OMCOBO_06723	contig_3	2261095	2262336	-	1242	163
OMCOBO_06724	contig_3	2262333	2262566	-	234	17
OMCOBO_06725	contig_3	2262861	2263313	-	453	19
OMCOBO_06726	contig_3	2263477	2263887	+	411	26
OMCOBO_06727	contig_3	2264125	2265342	+	1218	19
OMCOBO_06728	contig_3	2265635	2265922	+	288	13
OMCOBO_06729	contig_3	2265925	2266149	+	225	8
OMCOBO_06730	contig_3	2266701	2267570	+	870	132
OMCOBO_06731	contig_3	2267868	2268728	+	861	12
OMCOBO_06732	contig_3	2268955	2269659	+	705	13
OMCOBO_06733	contig_3	2269734	2270600	-	867	22
OMCOBO_06734	contig_3	2270825	2272000	+	1176	46
OMCOBO_06735	contig_3	2272293	2273144	+	852	22
OMCOBO_06736	contig_3	2273257	2274198	+	942	23
OMCOBO_06737	contig_3	2274185	2275450	-	1266	14
OMCOBO_06738	contig_3	2275770	2276228	+	459	29
OMCOBO_06739	contig_3	2276430	2277092	+	663	150
OMCOBO_06740	contig_3	2277170	2277391	-	222	4
OMCOBO_06741	contig_3	2277477	2279414	-	1938	25
OMCOBO_06742	contig_3	2279711	2280724	+	1014	18
OMCOBO_06743	contig_3	2281316	2282524	+	1209	860
OMCOBO_06744	contig_3	2282521	2282931	+	411	266
OMCOBO_06745	contig_3	2282928	2283308	+	381	204
OMCOBO_06746	contig_3	2283283	2283873	+	591	296
OMCOBO_06747	contig_3	2283884	2285248	+	1365	1027
OMCOBO_06748	contig_3	2285351	2286610	+	1260	641
OMCOBO_06749	contig_3	2286657	2287421	+	765	307
OMCOBO_06750	contig_3	2287497	2288063	-	567	106
OMCOBO_06751	contig_3	2288198	2288947	+	750	14
OMCOBO_06752	contig_3	2289029	2289586	+	558	124
OMCOBO_06753	contig_3	2289609	2290142	-	534	31
OMCOBO_06754	contig_3	2290220	2291077	+	858	42
OMCOBO_06755	contig_3	2291115	2291579	-	465	25
OMCOBO_06756	contig_3	2291660	2292067	-	408	33
OMCOBO_06757	contig_3	2292154	2293320	-	1167	22
OMCOBO_06758	contig_3	2293534	2294313	-	780	1
OMCOBO_06759	contig_3	2294556	2295182	+	627	33
OMCOBO_06760	contig_3	2295319	2296791	+	1473	26
OMCOBO_06761	contig_3	2296825	2299230	-	2406	3
OMCOBO_06762	contig_3	2299227	2299991	-	765	1
OMCOBO_06763	contig_3	2300224	2301078	+	855	3
OMCOBO_06764	contig_3	2301107	2302468	-	1362	0
OMCOBO_06765	contig_3	2302541	2302843	-	303	0
OMCOBO_06766	contig_3	2302995	2303864	-	870	3
OMCOBO_06767	contig_3	2304398	2305663	+	1266	275
OMCOBO_06768	contig_3	2305924	2306502	+	579	64
OMCOBO_06769	contig_3	2306628	2308100	+	1473	21
OMCOBO_06770	contig_3	2308070	2308279	+	210	1
OMCOBO_06771	contig_3	2308355	2309521	+	1167	127
OMCOBO_06772	contig_3	2309518	2312649	+	3132	117
OMCOBO_06773	contig_3	2312672	2313118	-	447	70
OMCOBO_06774	contig_3	2313292	2314986	-	1695	811
OMCOBO_06775	contig_3	2315103	2316506	-	1404	215
OMCOBO_06776	contig_3	2316590	2318179	-	1590	50
OMCOBO_06777	contig_3	2318390	2318812	+	423	38
OMCOBO_06778	contig_3	2318866	2319528	-	663	10
OMCOBO_06779	contig_3	2319741	2320487	+	747	127
OMCOBO_06780	contig_3	2320576	2321733	-	1158	47
OMCOBO_06781	contig_3	2321869	2322372	+	504	34
OMCOBO_06782	contig_3	2322437	2322985	-	549	95
OMCOBO_06783	contig_3	2322998	2324431	-	1434	630
OMCOBO_06784	contig_3	2324548	2324703	-	156	11
OMCOBO_06785	contig_3	2325273	2326184	-	912	21
OMCOBO_06786	contig_3	2326274	2326897	+	624	46
OMCOBO_06787	contig_3	2326872	2328161	-	1290	63
OMCOBO_06788	contig_3	2328353	2329372	-	1020	281
OMCOBO_06789	contig_3	2329369	2330706	-	1338	340
OMCOBO_06790	contig_3	2330965	2331390	-	426	38
OMCOBO_06791	contig_3	2331453	2332343	-	891	104
OMCOBO_06792	contig_3	2332478	2332897	-	420	0
OMCOBO_06793	contig_3	2333156	2334634	+	1479	27
OMCOBO_06794	contig_3	2334702	2335904	-	1203	4
OMCOBO_06795	contig_3	2335980	2337341	-	1362	7
OMCOBO_06796	contig_3	2337505	2338770	-	1266	97
OMCOBO_06797	contig_3	2338909	2339427	-	519	0
OMCOBO_06798	contig_3	2339548	2339736	+	189	1
OMCOBO_06799	contig_3	2339800	2340216	-	417	4
OMCOBO_06800	contig_3	2340243	2341460	+	1218	89
OMCOBO_06801	contig_3	2342182	2343663	-	1482	5
OMCOBO_06802	contig_3	2343909	2344865	+	957	27
