# Program:featureCounts v2.0.2; Command:"featureCounts" "-a" "../../07_annotation_final_assembly/final_assembly.gff3" "-o" "read_counts.tsv" "-t" "CDS" "-g" "ID" "-M" "-s" "0" "-T" "8" "mapped.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped.dedup.bam
OMCOBO_01848	contig_2	2077604	2079166	-	1563	35
OMCOBO_01849	contig_2	2079200	2079973	-	774	2
OMCOBO_01850	contig_2	2079970	2080962	-	993	11
OMCOBO_01851	contig_2	2081110	2082372	-	1263	5
OMCOBO_01852	contig_2	2082365	2083717	-	1353	3
OMCOBO_01853	contig_2	2083727	2084617	-	891	1
OMCOBO_01854	contig_2	2084617	2085414	-	798	4
OMCOBO_01855	contig_2	2085530	2086171	+	642	37
OMCOBO_01856	contig_2	2086294	2087331	+	1038	94
OMCOBO_01857	contig_2	2087395	2087628	+	234	8
OMCOBO_01858	contig_2	2087710	2088696	+	987	67
OMCOBO_01859	contig_2	2088726	2090510	+	1785	13
OMCOBO_01860	contig_2	2090515	2091270	+	756	204
OMCOBO_01861	contig_2	2091538	2092143	-	606	18
OMCOBO_01862	contig_2	2092151	2092828	-	678	0
OMCOBO_01863	contig_2	2092825	2093211	-	387	1
OMCOBO_01864	contig_2	2093218	2093415	-	198	0
OMCOBO_01865	contig_2	2093452	2093922	-	471	0
OMCOBO_01866	contig_2	2094195	2094929	+	735	6
OMCOBO_01867	contig_2	2094951	2095730	-	780	327
OMCOBO_01868	contig_2	2095846	2096067	-	222	84
OMCOBO_01869	contig_2	2096419	2098017	-	1599	238
OMCOBO_01870	contig_2	2098422	2099819	-	1398	127
OMCOBO_01871	contig_2	2100045	2101172	-	1128	7
OMCOBO_01872	contig_2	2101294	2101962	-	669	94
OMCOBO_01873	contig_2	2102195	2102935	+	741	282
OMCOBO_01874	contig_2	2103075	2104364	+	1290	339
OMCOBO_01875	contig_2	2104395	2104631	+	237	27
OMCOBO_01876	contig_2	2105108	2106097	+	990	60
OMCOBO_01877	contig_2	2106094	2107635	+	1542	118
OMCOBO_01878	contig_2	2107691	2109850	+	2160	139
OMCOBO_01879	contig_2	2109850	2110449	+	600	82
OMCOBO_01880	contig_2	2110457	2111851	+	1395	93
OMCOBO_01881	contig_2	2111955	2113514	+	1560	55
OMCOBO_01882	contig_2	2113511	2114608	+	1098	150
OMCOBO_01883	contig_2	2114789	2115760	-	972	1558
OMCOBO_01884	contig_2	2116016	2116762	-	747	23
OMCOBO_01885	contig_2	2116774	2117187	-	414	10
OMCOBO_01886	contig_2	2117335	2117715	+	381	12
OMCOBO_01887	contig_2	2117762	2118853	-	1092	92
OMCOBO_01888	contig_2	2119359	2119961	+	603	414
OMCOBO_01889	contig_2	2120030	2121298	+	1269	1490
OMCOBO_01890	contig_2	2121352	2121762	+	411	470
OMCOBO_01891	contig_2	2121843	2122745	+	903	938
OMCOBO_01892	contig_2	2122875	2123945	-	1071	172
OMCOBO_01893	contig_2	2124088	2125161	-	1074	55
OMCOBO_01894	contig_2	2125235	2125939	-	705	33
OMCOBO_01895	contig_2	2126077	2126760	+	684	6
OMCOBO_01896	contig_2	2126714	2127250	-	537	7
OMCOBO_01897	contig_2	2127259	2128776	-	1518	32
OMCOBO_01898	contig_2	2128997	2129767	+	771	72
OMCOBO_01899	contig_2	2129962	2130618	+	657	19
OMCOBO_01900	contig_2	2130643	2131500	+	858	0
OMCOBO_01901	contig_2	2131377	2132639	-	1263	4
OMCOBO_01902	contig_2	2132639	2133619	-	981	18
OMCOBO_01903	contig_2	2133883	2134695	+	813	120
OMCOBO_01904	contig_2	2134841	2135113	+	273	98
OMCOBO_01905	contig_2	2135196	2136431	+	1236	192
OMCOBO_01906	contig_2	2136486	2137502	-	1017	19
OMCOBO_01907	contig_2	2137602	2138492	+	891	57
OMCOBO_01908	contig_2	2138515	2140023	-	1509	434
OMCOBO_01909	contig_2	2140232	2142070	+	1839	69
OMCOBO_01910	contig_2	2142208	2142348	+	141	9
OMCOBO_01911	contig_2	2142438	2143247	-	810	78
OMCOBO_01912	contig_2	2143399	2144388	-	990	418
OMCOBO_01913	contig_2	2144505	2145068	-	564	15
OMCOBO_01914	contig_2	2145068	2145388	-	321	34
OMCOBO_01915	contig_2	2145556	2145891	-	336	245
OMCOBO_01916	contig_2	2145888	2146331	-	444	259
OMCOBO_01917	contig_2	2146399	2147655	-	1257	1162
OMCOBO_01918	contig_2	2147652	2148416	-	765	746
OMCOBO_01919	contig_2	2148424	2148741	-	318	193
OMCOBO_01920	contig_2	2148738	2149925	-	1188	994
OMCOBO_01921	contig_2	2149987	2151408	-	1422	1050
OMCOBO_01922	contig_2	2151405	2152295	-	891	167
OMCOBO_01923	contig_2	2152451	2153413	+	963	136
OMCOBO_01924	contig_2	2153410	2154198	+	789	111
OMCOBO_01925	contig_2	2154275	2155279	+	1005	245
OMCOBO_01926	contig_2	2155252	2156298	-	1047	30
OMCOBO_01927	contig_2	2156429	2156806	-	378	77
OMCOBO_01928	contig_2	2156863	2157813	-	951	365
OMCOBO_01929	contig_2	2158333	2160435	+	2103	1803
OMCOBO_01930	contig_2	2160470	2161588	+	1119	959
OMCOBO_01931	contig_2	2161595	2163127	+	1533	1121
OMCOBO_01932	contig_2	2163124	2164173	+	1050	634
OMCOBO_01933	contig_2	2164170	2164976	+	807	227
OMCOBO_01934	contig_2	2165064	2166716	-	1653	1010
OMCOBO_01935	contig_2	2166773	2168047	-	1275	22
OMCOBO_01936	contig_2	2168276	2168563	-	288	214
OMCOBO_01937	contig_2	2168763	2168999	-	237	185
OMCOBO_01938	contig_2	2169141	2169917	-	777	726
OMCOBO_01939	contig_2	2169924	2171135	-	1212	1081
OMCOBO_01940	contig_2	2171247	2172251	-	1005	1609
OMCOBO_01941	contig_2	2172503	2173492	-	990	118
OMCOBO_01942	contig_2	2173483	2174544	-	1062	219
OMCOBO_01943	contig_2	2174541	2175494	-	954	262
OMCOBO_01944	contig_2	2175491	2177665	-	2175	276
OMCOBO_01945	contig_2	2177778	2178671	-	894	58
OMCOBO_01946	contig_2	2178676	2179287	-	612	79
OMCOBO_01947	contig_2	2179528	2180487	+	960	145
OMCOBO_01948	contig_2	2180508	2180921	-	414	31
OMCOBO_01949	contig_2	2180936	2182351	-	1416	50
OMCOBO_01950	contig_2	2182357	2183373	-	1017	33
OMCOBO_01951	contig_2	2183569	2184573	+	1005	34
OMCOBO_01952	contig_2	2184689	2185648	+	960	38
OMCOBO_01953	contig_2	2185771	2188872	-	3102	1491
OMCOBO_01954	contig_2	2189145	2189858	-	714	12
OMCOBO_01955	contig_2	2189922	2191475	+	1554	106
OMCOBO_01956	contig_2	2191633	2192373	+	741	171
OMCOBO_01957	contig_2	2192384	2193040	+	657	261
OMCOBO_01958	contig_2	2193113	2194114	-	1002	71
OMCOBO_01959	contig_2	2194277	2196262	-	1986	40
OMCOBO_01960	contig_2	2196350	2196661	-	312	21
OMCOBO_01961	contig_2	2196867	2199014	-	2148	461
OMCOBO_01962	contig_2	2199498	2200379	+	882	48
OMCOBO_01963	contig_2	2200469	2201068	+	600	18
OMCOBO_01964	contig_2	2201151	2201693	+	543	42
OMCOBO_01965	contig_2	2201748	2202104	-	357	44
OMCOBO_01966	contig_2	2202482	2203120	-	639	86
OMCOBO_01967	contig_2	2203162	2203611	-	450	163
OMCOBO_01968	contig_2	2203718	2204599	-	882	491
OMCOBO_01969	contig_2	2204687	2205628	-	942	455
OMCOBO_01970	contig_2	2206352	2207965	+	1614	159
OMCOBO_01971	contig_2	2208316	2210232	+	1917	54
OMCOBO_01972	contig_2	2210298	2212481	-	2184	365
OMCOBO_01973	contig_2	2212638	2213375	-	738	8
OMCOBO_01974	contig_2	2213599	2215551	-	1953	60
OMCOBO_01975	contig_2	2215548	2217050	-	1503	15
OMCOBO_01976	contig_2	2217047	2220061	-	3015	60
OMCOBO_01977	contig_2	2220630	2222630	+	2001	79
OMCOBO_01978	contig_2	2222833	2223243	-	411	58
OMCOBO_01979	contig_2	2223453	2223878	-	426	37
OMCOBO_01980	contig_2	2223902	2224492	-	591	79
OMCOBO_01981	contig_2	2224715	2225662	-	948	193
OMCOBO_01982	contig_2	2225985	2226986	+	1002	20
OMCOBO_01983	contig_2	2227106	2228617	-	1512	1898
OMCOBO_01984	contig_2	2228989	2229822	+	834	46
OMCOBO_01985	contig_2	2229888	2232479	+	2592	78
OMCOBO_01986	contig_2	2232624	2233673	-	1050	15
OMCOBO_01987	contig_2	2233692	2233826	-	135	2
OMCOBO_01988	contig_2	2233983	2235836	-	1854	682
OMCOBO_01989	contig_2	2236014	2236898	+	885	38
OMCOBO_01990	contig_2	2236954	2239668	-	2715	928
OMCOBO_01991	contig_2	2239924	2242209	+	2286	304
OMCOBO_01992	contig_2	2242345	2242818	+	474	70
OMCOBO_01993	contig_2	2243275	2244510	+	1236	14
OMCOBO_01994	contig_2	2244617	2245546	+	930	9
OMCOBO_01995	contig_2	2245552	2247366	+	1815	29
OMCOBO_01996	contig_2	2247371	2248228	+	858	3
OMCOBO_01997	contig_2	2248225	2248941	+	717	2
OMCOBO_01998	contig_2	2249037	2249714	-	678	146
OMCOBO_02000	contig_2	2249973	2250761	+	789	68
OMCOBO_02001	contig_2	2250832	2252274	-	1443	677
OMCOBO_02002	contig_2	2252420	2253148	-	729	102
OMCOBO_02003	contig_2	2253378	2255204	+	1827	113
OMCOBO_02004	contig_2	2255302	2256738	-	1437	594
OMCOBO_02005	contig_2	2256735	2258147	-	1413	284
OMCOBO_02006	contig_2	2258462	2261029	-	2568	798
OMCOBO_02007	contig_2	2261109	2261984	-	876	4
OMCOBO_02008	contig_2	2262158	2263966	+	1809	3
OMCOBO_02009	contig_2	2264010	2267078	-	3069	5
OMCOBO_02010	contig_2	2267198	2268355	-	1158	2
OMCOBO_02011	contig_2	2268352	2269026	-	675	1
OMCOBO_02012	contig_2	2269135	2269941	-	807	4
OMCOBO_02013	contig_2	2270208	2271119	+	912	20
OMCOBO_02014	contig_2	2271174	2271869	-	696	75
OMCOBO_02015	contig_2	2272049	2273092	+	1044	14
OMCOBO_02016	contig_2	2273135	2273866	-	732	8
OMCOBO_02017	contig_2	2274034	2274531	+	498	24
OMCOBO_02018	contig_2	2274616	2275092	+	477	97
OMCOBO_02019	contig_2	2275109	2275831	-	723	128
OMCOBO_02020	contig_2	2275935	2276516	+	582	142
OMCOBO_02021	contig_2	2276494	2277285	-	792	192
OMCOBO_02022	contig_2	2277353	2277919	+	567	96
OMCOBO_02023	contig_2	2278080	2279540	-	1461	1139
OMCOBO_02024	contig_2	2279533	2284143	-	4611	3923
OMCOBO_02025	contig_2	2284443	2285183	-	741	21
OMCOBO_02026	contig_2	2285531	2286817	+	1287	6
OMCOBO_02027	contig_2	2286938	2287972	-	1035	361
OMCOBO_02028	contig_2	2288078	2288890	-	813	81
OMCOBO_02029	contig_2	2288969	2289847	-	879	328
OMCOBO_02030	contig_2	2289847	2291118	-	1272	713
OMCOBO_02031	contig_2	2291225	2291395	-	171	25
OMCOBO_02032	contig_2	2291425	2292234	-	810	314
OMCOBO_02033	contig_2	2292434	2292868	-	435	12
OMCOBO_02034	contig_2	2292993	2293235	-	243	56
OMCOBO_02035	contig_2	2293322	2293984	-	663	8
OMCOBO_02036	contig_2	2294031	2295566	-	1536	286
OMCOBO_02037	contig_2	2295578	2295958	-	381	52
OMCOBO_02038	contig_2	2295991	2296161	+	171	0
OMCOBO_02039	contig_2	2296227	2296859	+	633	42
OMCOBO_02040	contig_2	2296900	2297817	-	918	47
OMCOBO_02041	contig_2	2297864	2298643	+	780	93
OMCOBO_02042	contig_2	2298646	2300592	+	1947	205
OMCOBO_02043	contig_2	2300589	2301365	+	777	79
OMCOBO_02044	contig_2	2301458	2302213	-	756	247
OMCOBO_02045	contig_2	2302219	2302629	-	411	87
OMCOBO_02046	contig_2	2302667	2303407	-	741	252
OMCOBO_02047	contig_2	2303404	2304057	-	654	201
OMCOBO_02048	contig_2	2304054	2304218	-	165	17
OMCOBO_02049	contig_2	2304218	2304823	-	606	168
OMCOBO_02050	contig_2	2304820	2305971	-	1152	249
OMCOBO_02051	contig_2	2305980	2307323	-	1344	387
OMCOBO_02052	contig_2	2307749	2309287	+	1539	171
OMCOBO_02053	contig_2	2309338	2310075	+	738	61
OMCOBO_02054	contig_2	2310145	2310660	+	516	12
OMCOBO_02055	contig_2	2310860	2311588	-	729	64
OMCOBO_02056	contig_2	2311585	2312409	-	825	19
OMCOBO_02057	contig_2	2312534	2313505	-	972	31
OMCOBO_02058	contig_2	2313640	2314908	-	1269	193
OMCOBO_02059	contig_2	2315177	2315341	+	165	7
OMCOBO_02060	contig_2	2315476	2319033	-	3558	1018
OMCOBO_02061	contig_2	2319354	2320673	+	1320	32
OMCOBO_02062	contig_2	2320758	2321414	+	657	34
OMCOBO_02063	contig_2	2321521	2322366	+	846	176
OMCOBO_02064	contig_2	2322489	2323184	+	696	7
OMCOBO_02065	contig_2	2323236	2324156	+	921	51
OMCOBO_02066	contig_2	2324251	2324874	-	624	79
OMCOBO_02067	contig_2	2324965	2326098	+	1134	127
OMCOBO_02068	contig_2	2326135	2327727	-	1593	53
OMCOBO_02069	contig_2	2327867	2328748	-	882	300
OMCOBO_02070	contig_2	2328894	2329496	-	603	128
OMCOBO_02071	contig_2	2329631	2330434	-	804	29
OMCOBO_02072	contig_2	2331012	2334155	+	3144	1312
OMCOBO_02073	contig_2	2334376	2335491	-	1116	862
OMCOBO_02074	contig_2	2335541	2335834	-	294	244
OMCOBO_02075	contig_2	2335902	2336522	-	621	264
OMCOBO_02076	contig_2	2336646	2337380	-	735	116
OMCOBO_02077	contig_2	2337377	2338129	-	753	77
OMCOBO_02078	contig_2	2338144	2339385	-	1242	700
OMCOBO_02079	contig_2	2339667	2340353	-	687	78
OMCOBO_02080	contig_2	2340505	2341596	-	1092	496
OMCOBO_02081	contig_2	2341603	2342955	-	1353	163
OMCOBO_02082	contig_2	2343015	2344526	-	1512	479
OMCOBO_02083	contig_2	2344523	2345596	-	1074	541
OMCOBO_02084	contig_2	2345593	2347035	-	1443	623
OMCOBO_02085	contig_2	2347098	2348864	-	1767	468
OMCOBO_02086	contig_2	2348883	2350826	-	1944	109
OMCOBO_02087	contig_2	2350941	2351618	-	678	18
OMCOBO_02088	contig_2	2351615	2352574	-	960	88
OMCOBO_02089	contig_2	2353043	2353624	+	582	163
OMCOBO_02090	contig_2	2353881	2354906	+	1026	151
OMCOBO_02091	contig_2	2354906	2356312	+	1407	62
OMCOBO_02092	contig_2	2356309	2358729	+	2421	114
OMCOBO_02093	contig_2	2359178	2359579	-	402	191
OMCOBO_02094	contig_2	2359926	2360681	-	756	150
OMCOBO_02095	contig_2	2360788	2361306	-	519	77
OMCOBO_02096	contig_2	2361539	2362333	+	795	9
OMCOBO_02097	contig_2	2362305	2364512	+	2208	31
OMCOBO_02098	contig_2	2364509	2365162	+	654	56
OMCOBO_02099	contig_2	2365529	2366149	+	621	61
OMCOBO_02100	contig_2	2366246	2367754	+	1509	89
OMCOBO_02101	contig_2	2367905	2368993	-	1089	233
OMCOBO_02102	contig_2	2369030	2369902	-	873	418
OMCOBO_02103	contig_2	2370080	2370730	-	651	110
OMCOBO_02104	contig_2	2370840	2371205	-	366	159
OMCOBO_02105	contig_2	2371307	2372566	-	1260	80
OMCOBO_02106	contig_2	2372820	2374052	+	1233	156
OMCOBO_02107	contig_2	2374049	2374318	+	270	33
OMCOBO_02108	contig_2	2374327	2375169	+	843	148
OMCOBO_02109	contig_2	2375166	2375576	-	411	56
OMCOBO_02110	contig_2	2375795	2377741	+	1947	120
OMCOBO_02111	contig_2	2377800	2378699	+	900	56
OMCOBO_02112	contig_2	2378740	2379360	-	621	25
OMCOBO_02113	contig_2	2379516	2379992	+	477	42
OMCOBO_02114	contig_2	2380033	2380341	-	309	87
OMCOBO_02115	contig_2	2380497	2381840	-	1344	988
OMCOBO_02116	contig_2	2382104	2384071	+	1968	370
OMCOBO_02117	contig_2	2384037	2385053	-	1017	37
OMCOBO_02118	contig_2	2385203	2386231	-	1029	101
OMCOBO_02119	contig_2	2386421	2387092	-	672	29
OMCOBO_02120	contig_2	2387089	2388309	-	1221	95
OMCOBO_02121	contig_2	2388530	2389252	-	723	106
OMCOBO_02122	contig_2	2389505	2390302	+	798	147
OMCOBO_02123	contig_2	2390289	2390942	+	654	51
OMCOBO_02124	contig_2	2390959	2391777	-	819	68
OMCOBO_02125	contig_2	2391783	2392724	-	942	188
OMCOBO_02126	contig_2	2392849	2393409	-	561	103
OMCOBO_02127	contig_2	2393460	2394668	-	1209	82
OMCOBO_02128	contig_2	2394671	2395162	-	492	114
OMCOBO_02129	contig_2	2395345	2396121	-	777	55
OMCOBO_02130	contig_2	2396384	2398180	+	1797	129
OMCOBO_02131	contig_2	2398272	2399414	-	1143	89
OMCOBO_02132	contig_2	2399619	2400977	+	1359	6
OMCOBO_02133	contig_2	2400934	2402265	-	1332	12
OMCOBO_02134	contig_2	2402381	2403469	-	1089	32
OMCOBO_02135	contig_2	2403706	2404731	-	1026	937
OMCOBO_02136	contig_2	2405038	2406411	-	1374	81
OMCOBO_02137	contig_2	2406430	2406669	-	240	23
OMCOBO_02138	contig_2	2406864	2407595	+	732	4
OMCOBO_02139	contig_2	2407592	2407873	+	282	107
OMCOBO_02140	contig_2	2408414	2409790	-	1377	177
OMCOBO_02141	contig_2	2410183	2411247	-	1065	174
OMCOBO_02142	contig_2	2411392	2413029	-	1638	1171
OMCOBO_02143	contig_2	2413026	2414069	-	1044	749
OMCOBO_02144	contig_2	2414066	2414875	-	810	566
OMCOBO_02145	contig_2	2414953	2415573	-	621	388
OMCOBO_02146	contig_2	2415857	2416270	+	414	62
OMCOBO_02147	contig_2	2416313	2417590	-	1278	60
OMCOBO_02148	contig_2	2417722	2418120	-	399	251
OMCOBO_02149	contig_2	2418117	2419847	-	1731	1343
OMCOBO_02150	contig_2	2419844	2420806	-	963	755
OMCOBO_02151	contig_2	2421089	2422510	+	1422	83
OMCOBO_02152	contig_2	2422530	2423504	-	975	633
OMCOBO_02153	contig_2	2423816	2425309	+	1494	116
OMCOBO_02154	contig_2	2425442	2425795	-	354	234
OMCOBO_02155	contig_2	2426134	2427327	+	1194	415
OMCOBO_02156	contig_2	2427418	2428872	-	1455	170
OMCOBO_02157	contig_2	2428935	2429240	-	306	1
OMCOBO_02158	contig_2	2429432	2430277	+	846	89
OMCOBO_02159	contig_2	2430256	2430453	+	198	91
OMCOBO_02160	contig_2	2430490	2431581	-	1092	104
OMCOBO_02161	contig_2	2431596	2431709	-	114	0
OMCOBO_02162	contig_2	2432010	2432927	+	918	14
OMCOBO_02163	contig_2	2433021	2436197	-	3177	630
OMCOBO_02164	contig_2	2436432	2437118	-	687	14
OMCOBO_02165	contig_2	2437136	2438494	-	1359	31
OMCOBO_02166	contig_2	2438579	2438857	-	279	123
OMCOBO_02167	contig_2	2438937	2439722	-	786	525
OMCOBO_02168	contig_2	2440024	2440629	+	606	183
OMCOBO_02169	contig_2	2440690	2440902	-	213	45
OMCOBO_02170	contig_2	2441122	2442363	+	1242	15
OMCOBO_02171	contig_2	2442480	2443124	+	645	3
OMCOBO_02172	contig_2	2443204	2444250	+	1047	116
OMCOBO_02173	contig_2	2444502	2445227	+	726	27
OMCOBO_02174	contig_2	2445284	2446087	+	804	4
OMCOBO_02175	contig_2	2446278	2447822	+	1545	819
OMCOBO_02176	contig_2	2448130	2449518	+	1389	1425
OMCOBO_02177	contig_2	2449573	2451303	+	1731	1158
OMCOBO_02178	contig_2	2451453	2452076	+	624	54
OMCOBO_02179	contig_2	2452395	2455070	+	2676	847
OMCOBO_02180	contig_2	2455260	2456372	+	1113	42
OMCOBO_02181	contig_2	2456333	2457340	-	1008	18
OMCOBO_02182	contig_2	2457501	2459399	-	1899	1
OMCOBO_02183	contig_2	2459653	2460171	+	519	0
OMCOBO_02184	contig_2	2460257	2461150	+	894	36
OMCOBO_02185	contig_2	2461324	2462580	+	1257	155
OMCOBO_02186	contig_2	2462612	2464069	-	1458	268
OMCOBO_02187	contig_2	2464383	2465198	+	816	174
OMCOBO_02188	contig_2	2465340	2466290	+	951	316
OMCOBO_02189	contig_2	2466516	2466731	+	216	35
OMCOBO_02190	contig_2	2466742	2467452	+	711	326
OMCOBO_02191	contig_2	2467745	2468236	-	492	90
OMCOBO_02192	contig_2	2468633	2470042	+	1410	1268
OMCOBO_02193	contig_2	2471031	2471678	+	648	46
OMCOBO_02194	contig_2	2472238	2472510	-	273	261
OMCOBO_02195	contig_2	2472635	2474230	-	1596	793
OMCOBO_02196	contig_2	2474674	2475696	+	1023	309
OMCOBO_02197	contig_2	2475850	2476755	+	906	81
OMCOBO_02198	contig_2	2476782	2477606	+	825	11
OMCOBO_02199	contig_2	2477853	2478467	+	615	129
OMCOBO_02200	contig_2	2478443	2479339	-	897	25
OMCOBO_02201	contig_2	2479336	2480157	-	822	6
OMCOBO_02202	contig_2	2480286	2481557	+	1272	13
OMCOBO_02203	contig_2	2481548	2482195	+	648	27
OMCOBO_02204	contig_2	2482419	2482664	+	246	111
OMCOBO_02205	contig_2	2482757	2484757	+	2001	129
OMCOBO_02206	contig_2	2484865	2485770	+	906	16
OMCOBO_02207	contig_2	2485772	2487031	+	1260	9
OMCOBO_02208	contig_2	2487140	2487835	+	696	30
OMCOBO_02209	contig_2	2487891	2488523	+	633	12
OMCOBO_02210	contig_2	2488457	2491135	-	2679	13
OMCOBO_02211	contig_2	2491318	2492355	-	1038	7
OMCOBO_02212	contig_2	2492352	2494022	-	1671	58
OMCOBO_02213	contig_2	2494024	2494860	-	837	25
OMCOBO_02214	contig_2	2494863	2495798	-	936	29
OMCOBO_02215	contig_2	2495795	2497069	-	1275	69
OMCOBO_02216	contig_2	2497292	2498941	+	1650	135
OMCOBO_02217	contig_2	2498943	2500019	+	1077	122
OMCOBO_02218	contig_2	2500172	2501029	+	858	147
OMCOBO_02219	contig_2	2501109	2502785	-	1677	4
OMCOBO_02220	contig_2	2502846	2504384	-	1539	3
OMCOBO_02221	contig_2	2504568	2505191	+	624	34
OMCOBO_02222	contig_2	2505219	2508242	-	3024	93
OMCOBO_02223	contig_2	2508295	2508402	-	108	11
OMCOBO_02224	contig_2	2508640	2509428	+	789	169
OMCOBO_02225	contig_2	2509412	2510230	-	819	40
OMCOBO_02227	contig_2	2511589	2511729	+	141	0
OMCOBO_02228	contig_2	2511726	2512115	+	390	3
OMCOBO_02229	contig_2	2512279	2512521	+	243	0
OMCOBO_02230	contig_2	2512518	2512805	+	288	0
OMCOBO_02231	contig_2	2512802	2513803	+	1002	3
OMCOBO_02232	contig_2	2513800	2514306	+	507	0
OMCOBO_02233	contig_2	2514303	2514638	+	336	1
OMCOBO_02234	contig_2	2514862	2515203	+	342	5
OMCOBO_02235	contig_2	2515215	2515757	+	543	5
OMCOBO_02236	contig_2	2515777	2517804	+	2028	25
OMCOBO_02237	contig_2	2517971	2518426	+	456	3
OMCOBO_02238	contig_2	2518436	2518867	+	432	8
OMCOBO_02239	contig_2	2518953	2519909	+	957	8
OMCOBO_02240	contig_2	2519906	2520241	+	336	1
OMCOBO_02241	contig_2	2520238	2521785	+	1548	14
OMCOBO_02242	contig_2	2522083	2522304	+	222	0
OMCOBO_02243	contig_2	2522383	2523651	+	1269	20
OMCOBO_02244	contig_2	2523728	2525089	-	1362	407
OMCOBO_02245	contig_2	2525269	2525403	-	135	0
OMCOBO_02246	contig_2	2525400	2526251	-	852	2
OMCOBO_02247	contig_2	2526248	2527012	-	765	2
OMCOBO_02248	contig_2	2527473	2529476	+	2004	10
OMCOBO_02249	contig_2	2529522	2531393	+	1872	44
OMCOBO_02250	contig_2	2531453	2532721	-	1269	32
OMCOBO_02251	contig_2	2532933	2533952	-	1020	179
OMCOBO_02252	contig_2	2534184	2534864	-	681	26
OMCOBO_02253	contig_2	2534861	2536492	-	1632	62
OMCOBO_02254	contig_2	2536757	2537659	+	903	165
OMCOBO_02255	contig_2	2537751	2538788	+	1038	263
OMCOBO_02256	contig_2	2538785	2539618	+	834	277
OMCOBO_02257	contig_2	2539672	2543154	-	3483	76
OMCOBO_02258	contig_2	2543307	2544113	+	807	95
OMCOBO_02259	contig_2	2544133	2544351	-	219	42
OMCOBO_02260	contig_2	2544446	2545192	-	747	146
OMCOBO_02261	contig_2	2545236	2546087	-	852	1
OMCOBO_02262	contig_2	2546125	2547060	-	936	6
OMCOBO_02263	contig_2	2547057	2548397	-	1341	8
OMCOBO_02264	contig_2	2548529	2548690	+	162	5
OMCOBO_02265	contig_2	2548757	2549446	-	690	39
OMCOBO_02266	contig_2	2549612	2550571	+	960	16
OMCOBO_02267	contig_2	2550678	2551325	+	648	12
OMCOBO_02268	contig_2	2551344	2551619	-	276	6
OMCOBO_02269	contig_2	2551688	2552545	+	858	401
OMCOBO_02270	contig_2	2552705	2553370	+	666	542
OMCOBO_02271	contig_2	2553635	2554624	+	990	174
OMCOBO_02272	contig_2	2554664	2555404	-	741	203
OMCOBO_02273	contig_2	2555548	2556147	-	600	130
OMCOBO_02274	contig_2	2556318	2556500	+	183	7
OMCOBO_02275	contig_2	2556552	2557505	-	954	28
OMCOBO_02276	contig_2	2557558	2558628	-	1071	36
OMCOBO_02277	contig_2	2558715	2560067	-	1353	473
OMCOBO_02278	contig_2	2560352	2561257	+	906	117
OMCOBO_02279	contig_2	2561313	2562230	+	918	80
OMCOBO_02280	contig_2	2562259	2562639	-	381	13
OMCOBO_02281	contig_2	2562973	2563497	-	525	64
OMCOBO_02282	contig_2	2563679	2563993	+	315	3
OMCOBO_02283	contig_2	2564325	2564828	+	504	1
OMCOBO_02284	contig_2	2565043	2565237	-	195	21
OMCOBO_02285	contig_2	2565673	2565930	+	258	2
OMCOBO_02286	contig_2	2566020	2566733	+	714	0
OMCOBO_02287	contig_2	2566741	2567433	+	693	5
OMCOBO_02288	contig_2	2567438	2567722	+	285	6
OMCOBO_02289	contig_2	2568187	2569038	-	852	76
OMCOBO_02290	contig_2	2569182	2569415	+	234	2
OMCOBO_02291	contig_2	2569713	2570072	+	360	1
OMCOBO_02292	contig_2	2570167	2570457	+	291	3
OMCOBO_02293	contig_2	2570740	2571060	+	321	9
OMCOBO_02295	contig_2	2571836	2572642	+	807	15
OMCOBO_02296	contig_2	2572639	2573322	+	684	11
OMCOBO_02297	contig_2	2573309	2574793	-	1485	7
OMCOBO_02298	contig_2	2574930	2575727	+	798	40
OMCOBO_02299	contig_2	2575818	2576483	+	666	21
OMCOBO_02300	contig_2	2576554	2577747	-	1194	205
OMCOBO_02301	contig_2	2577751	2578224	-	474	246
OMCOBO_02302	contig_2	2578491	2579378	-	888	165
OMCOBO_02303	contig_2	2579501	2580529	-	1029	274
OMCOBO_02304	contig_2	2580759	2582315	+	1557	102
OMCOBO_02305	contig_2	2582324	2582494	+	171	1
OMCOBO_02306	contig_2	2582608	2583549	-	942	48
OMCOBO_02307	contig_2	2583612	2584697	-	1086	42
OMCOBO_02308	contig_2	2584764	2585657	-	894	64
OMCOBO_02309	contig_2	2586051	2587307	+	1257	42
OMCOBO_02310	contig_2	2587304	2587909	+	606	15
OMCOBO_02311	contig_2	2587932	2589368	-	1437	95
OMCOBO_02312	contig_2	2589578	2590771	-	1194	52
OMCOBO_02313	contig_2	2590847	2593033	-	2187	45
OMCOBO_02314	contig_2	2593542	2594201	+	660	65
OMCOBO_02315	contig_2	2594221	2595114	+	894	43
OMCOBO_02316	contig_2	2595306	2596130	+	825	231
OMCOBO_02317	contig_2	2596303	2597313	+	1011	85
OMCOBO_02318	contig_2	2597754	2598590	+	837	41
OMCOBO_02319	contig_2	2598815	2599402	-	588	27
OMCOBO_02320	contig_2	2599531	2600601	-	1071	114
